REGISTRO;CIUDAD;F1;F2;F6;F7;P1_1;P1_2;P1_3;P2;P3;P4;P5;P6;P7;P8;P9;P9A;P10_1;P10_2;P10_3;P10_4;P10_5;P11;P12;P13;P14;P15;P16;P17_1;P17_2;P17A;P18_1;P18_2;P18_3;P18_4;P18_5;P18_6;P18_7;P18_8;P18_9;P18_10;P18A_1;P18A_2;P18A_3;P18A_4;P18A_5;P18A_6;P18A_7;P18A_8;P18A_9;P18A_10;P18A_11;P19_1;P19_2;P19_3;P19_4;P19_5;P19_6;P19_7;P19_8;P19A_1;P19A_2;P19A_3;P20_1;P20_2;P20_3;P21_1;P21_2;P21_3;P21_4;P22;P23;P24_1;P24_2;P25_1;P25_2;P25_3;P25_4;P26_1;P26_2;P26_3;P27_1;P27_2;P27_3;P27_4;P27_5;P27_6;P27_7;P27_8;P27_9;P27_10;P27_11;P27A_1A;P27A_2A;P27A_3A;P27A_4A;P27A_5A;P27A_6A;P27A_7A;P27A_8A;P27A_9A;P27A_10A;P27A_1;P27A_2;P27A_3;P27A_4;P27A_5;P27A_6;P27A_7;P27A_8;P27A_9;P27A_10;P27A_11;P27A_9999;P28_1;P28_2;P28_3;P28_4;P28_OTRO1_1;P28_OTRO1_2;P28_OTRO1_3;P28_OTRO2;P29_1;P29_2;P30;P31_ENTBAN;P31_FINCOM_1;P31_FINCOM_2;P31_FINESA;P31_FINANZ;P31_OCCI_1;P31_OCCI_2;P31_SUFI_1;P31_SUFI_2;P31_OTROS;P32_1;P32_2;P32_3;P32_4;P32_5;P32_6;P32_7;P32_8;P32_9;P32_10;P33_1;P33_2;P34_1;P34_2;P34_3;P35_1;P35_2;P36_1;P36_2;P36_3;P37_1;P37_2;P38;P39_1;P39_2;P39_3;P40_1;P40_2;P41_1;P41_2;P42_1;P42_2;P42_3;P42_4;P42_5;P42_6;P42_7;P42_8;P42_9;P42_10;P42_11;P43_1;P43_2;P43_3;P43_4;P43_5;P43_6;P43_7;P43_8;P43_9;P43_10;P43_11;P43_12;P43_13;P43_14;P43_15;P43_16;P43_17;P43_18;P43_19;P44_1;P44_2;P44_3;P44_4;P44_5;P44_6;P44_7;P44_8;P44_9;P44_10;P44_11;P44_12;P44_13;P44_14;P44_15;P44_16;P45;P45A;P46_1;P46_2;P46_3;P46_4;P46_5;P47_1;P47_2;P47_3;P47_4;P47_5;P47_6;P47_7;P47_8;P47_9;P47_1;P47_2;P47_3;P47_4;P47_5;P47_6;P47_7;P47_8;P47_9;P51;P52_1;P52_2;P52_3;P52_4;P52_5;P52_6;P53_1;P53_2;P53_3;P53_1;P53_2;P53_3;P53_4;P53_5;P53_6;P53_7;P53_8;P53_9;P54;P55_1;P55_2;P55_3;P55_4;P55_1;P55_2;P55_3;P55_4;P55_5;P55_6;P59_1;P59_2;P59_3;P59_4;P59A_OTRO;P59B_OTRO;P59C_OTRO;P59D_OTRO;P59E_OTRO;P59F_OTRO;P60_1;P60_2;P60_3;P60_4;P60_5;P60_OTRO;P62_1;P62_2;P62_3;P62_4;P62_5;P62_6;P62;P62A_OTRO;P62B_OTRO;P62C_OTRO;P62D_OTRO;P62E_OTRO;P62F_OTRO;P64_1;P64_2;P64A_OTRO;P64B_OTRO;P64C_OTRO;P64D_OTRO;P64E_OTRO;P64F_OTRO;D1;D2;D3
71;Bogotá;Si;Si;Mayor 60 años;Estrato Medio (3);-;;;-;-;-;-;-;-;-;-;-;Mayor seguridad para transportarse / transportar la familia;;;;;Con recursos propios;3;Cada cinco años;Nuevo;Particular / Familiar;-;Automóvil;;-;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente en desacuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente en desacuerdo;Totalmente en desacuerdo;Totalmente en desacuerdo;-;-;-;-;-;-;-;-;-;-;-;Representación de la marca;;;;;;;;-;;;Familiares (Esposa / hijos / padres / hermanos);Amigos / colegas / compañeros de trabajo;;Buscadores en Internet como Google;Familiares (Padres / hermanos);;;A través de plataformas digitales (TuCarro, OLX, Carroya, Finecar);-;Tucarro.com;;Buscadores en Internet como Google;;;;Solo yo;;;Que fuera una cuota fija;Plazo de financiación;Rápida aprobación del crédito;Rapidez en el desembolso del crédito;;;;;;;;11;;;;;;;;;; ; ; ;-; ; ; ;-; ;-;1; ;Entidades bancarias;Occiauto;Finanzauto;;Bancolombia;Banco BBVA;;-;Entidades bancarias;Finanzauto;Entidades bancarias;No conozco la entidad;-;;-;-;-;;-;;-;Fácil;Fácil;Fácil;Ni fácil, ni difícil;Ni fácil, ni difícil;Ni fácil, ni difícil;Difícil;Ni fácil, ni difícil;Ni fácil, ni difícil;Difícil;Tasa de interés baja;;Plazos flexibles y modificables;;;Otras menciones;;Otras menciones;;;-;;-;Otras menciones;;;No informa;;-;;Totalmente en desacuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente en desacuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente en desacuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente en desacuerdo;Totalmente de acuerdo;Totalmente en desacuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente en desacuerdo;Totalmente en desacuerdo;Totalmente en desacuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente en desacuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente en desacuerdo;Totalmente de acuerdo;-;Ni de acuerdo, ni en desacuerdo;Totalmente en desacuerdo;Totalmente en desacuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente en desacuerdo;Totalmente de acuerdo;Totalmente en desacuerdo;Totalmente en desacuerdo;Totalmente de acuerdo;Ni de acuerdo, ni en desacuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Si;Si;5:00 pm a 7:59 pm;8:00 pm a 9:59 pm;10:00 pm a 11:59 pm;12:00 am a 4:59 am;;Noticias;Deportes;Novelas;;;;;;;-;-;-;-;-;NOTICIAS NO RECUERDA NOMBRE;DEPORTES NO RECUERDA NOMBRE;NOVELA NO RECUERDA NOMBRE;NOVELA NO RECUERDA NOMBRE;Si;5:00 am a 7:59 am;8:00 am a 10:59 am;11:00 am a 12:59 pm;;;;Caracol Radio;Candela Estéreo;RCN Radio;Caracol;Candela;Rcn;-;-;-;-;-;-;No;-;;;;-;-;-;-;-;-;No acostumbro participar;;;;-;-;-;-;-;-;Ninguna;;;;;-;-;-;-;-;-;-;No acostumbro participar;-;-;-;-;-;-;No acostumbro a participar;;-;-;-;-;-;-;Masculino;Independiente;Primaria completa
68;Bogotá;No;Si;25a 39 años;Estrato Medio (3);Mayor confort para transportarse / transportar la familia;;;Con financiamiento;Si;-;-;Nuevo;Particular / Familiar;-;Automóvil;-;-;;;;;-;-;-;-;-;-;-;;-;Totalmente de acuerdo;Totalmente de acuerdo;De acuerdo;Ni de acuerdo, ni en desacuerdo;De acuerdo;Totalmente de acuerdo;De acuerdo;De acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;-;-;-;-;-;-;-;-;-;-;-;Garantía del vehículo;El tamaño del baúl;Formas de pago;;;;;;-;;;Familiares (Esposa / hijos / padres / hermanos);La empresa donde trabaja el vehículo;;Buscadores en Internet como Google;Familiares (Padres / hermanos);Amigos / colegas / compañeros de trabajo;;Directamente al dueño anterior;-;-;;Medios especializados (prensa, revistas, paginas internet);Buscadores en Internet como Google;;;Familiares (Esposa / hijos / padres / hermanos);Amigos / colegas / compañeros de trabajo;Asesor del concesionario;Asesoría clara y completa;Tasa de interés;Rápida aprobación del crédito;;;;;;;;;1;;;;;;;;;;2;-; ; ; ; ; ; ; ;-; ; ;Sufi;;;;-;;;-;Sufi;;Finanzauto;-;-;;-;No conozco la entidad;-;;-;;-;Fácil;Fácil;Fácil;Muy Fácil;Muy Fácil;Muy Fácil;Muy Fácil;Fácil;Fácil;Ni fácil, ni difícil;Créditos sin tasa de interés;;Plazos cómodos;Otras menciones;;Financiación o cuotas bajas;Financiación con baja tasa de interés;Planes mensuales;Plan de baja tasa de interés;;Recibir un vehículo mejor;;-;Otras menciones;;;Posibilidad de tener un accidente con el vehículo;;-;;Ni de acuerdo, ni en desacuerdo;De acuerdo;De acuerdo;De acuerdo;Ni de acuerdo, ni en desacuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Ni de acuerdo, ni en desacuerdo;De acuerdo;En desacuerdo;En desacuerdo;En desacuerdo;En desacuerdo;Ni de acuerdo, ni en desacuerdo;En desacuerdo;Totalmente en desacuerdo;Totalmente en desacuerdo;Totalmente en desacuerdo;Totalmente en desacuerdo;Ni de acuerdo, ni en desacuerdo;Ni de acuerdo, ni en desacuerdo;Ni de acuerdo, ni en desacuerdo;Ni de acuerdo, ni en desacuerdo;En desacuerdo;En desacuerdo;En desacuerdo;Ni de acuerdo, ni en desacuerdo;Ni de acuerdo, ni en desacuerdo;Ni de acuerdo, ni en desacuerdo;-;En desacuerdo;Ni de acuerdo, ni en desacuerdo;Ni de acuerdo, ni en desacuerdo;Ni de acuerdo, ni en desacuerdo;En desacuerdo;En desacuerdo;En desacuerdo;En desacuerdo;Totalmente en desacuerdo;Totalmente en desacuerdo;Totalmente en desacuerdo;Totalmente en desacuerdo;Totalmente en desacuerdo;Totalmente en desacuerdo;Totalmente en desacuerdo;Totalmente en desacuerdo;No;Si;8:00 pm a 9:59 pm;5:00 pm a 7:59 pm;;;;Noticias;Caracol;Desafío 2022;Series;Documentales;;;;;-;-;-;-;-;NOTICIAS CARACOL;DESAFIÓ 2022;-;-;No;-;;;;;;-;;;-;-;-;-;-;-;-;-;-;No;-;;;;-;-;-;-;-;-;No acostumbro participar;;;; ;-;-;-;-;-;Facebook;Instagram;Twitter;Tic Tok;;-;-;-;-;-;-;-;No acostumbro participar;-;-;-;-;-;-;No acostumbro a participar;;-;-;-;-;-;-;Femenino;Empleado tiempo completo;Universidad incompleta
75;Bogotá;Si;Si;25a 39 años;Estrato Medio Típico (4);-;;;-;-;-;-;-;-;-;-;-;Por superación personal;Por trabajo;Mayor confort para transportarse / transportar la familia;;;Con financiamiento;2;Cada cinco años;Nuevo;Particular y de trabajo;-;Automóvil;;-;De acuerdo;De acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;De acuerdo;De acuerdo;Totalmente de acuerdo;-;-;-;-;-;-;-;-;-;-;-;Representación de la marca;Garantía del vehículo;;;;;;;-;;;Familiares (Esposa / hijos / padres / hermanos);Amigos / colegas / compañeros de trabajo;La empresa donde trabaja el vehículo;Buscadores en Internet como Google;Familiares (Padres / hermanos);Amigos / colegas / compañeros de trabajo;;Concesionario de la marca;Ford;-;;Buscadores en Internet como Google;Asesor del concesionario;;;Solo yo;;;Tasa de interés;Plazo de financiación;Que fuera una cuota fija;Posibilidad de cancelar el crédito con anticipación sin penalidad;Asesoría clara y completa;;;;;;;2;4;8;1;6;;;;;;4;1; ;2; ;5; ;3; ; ; ; ;Entidades bancarias;Finanzauto;Occiauto;;Bancamía;Bancolombia;;-;Entidades bancarias;;Finesa;-;-;;La tasa de interés es alta;-;-;;-;;-;Muy Fácil;Muy Fácil;Muy Fácil;Muy Fácil;Fácil;Fácil;Muy Fácil;Ni fácil, ni difícil;Muy Fácil;Muy Fácil;Tasa de interés baja;;Plazos cortos y en menos tiempo;;;Financiación o cuotas bajas;;Otras menciones;;;-;;-;Poder disfrutar y compartir el vehículo;;;No poder pagar las cuotas;;-;;Totalmente de acuerdo;Totalmente de acuerdo;De acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;De acuerdo;De acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;De acuerdo;Totalmente de acuerdo;De acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;De acuerdo;Totalmente de acuerdo;-;Totalmente de acuerdo;Totalmente de acuerdo;De acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;De acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;De acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;De acuerdo;De acuerdo;De acuerdo;Si;Si;8:00 pm a 9:59 pm;;;;;Novelas;;;;;;;;;-;-;-;-;-;-;NOVELA NO RECUERDA EL NOMBRE;-;-;No;-;;;;;;-;;;-;-;-;-;-;-;-;-;-;No;-;;;;-;-;-;-;-;-;No acostumbro participar;;;;-;-;-;-;-;-;Facebook;Instagram;Twitter;Tic Tok;YouTube;-;-;-;-;-;-;-;No acostumbro participar;-;-;-;-;-;-;No acostumbro a participar;;-;-;-;-;-;-;Femenino;Empleado tiempo completo;Universidad completa
77;Bogotá;No;Si;25a 39 años;Estrato Medio (3);Por superación personal;;;Con recursos propios;Si;-;-;Nuevo;Particular / Familiar;-;SUV 5 puestos;-;-;;;;;-;-;-;-;-;-;-;;-;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;Ni de acuerdo, ni en desacuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;-;-;-;-;-;-;-;-;-;-;-;Representación de la marca;Garantía del vehículo;Servicio post venta (talleres / repuestos);Formas de pago;Sistemas de financiación;El consumo de combustible;El tipo de transmisión del vehículo (Mecánica o Automática);El tamaño del baúl;-;;;Familiares (Esposa / hijos / padres / hermanos);;;Buscadores en Internet como Google;Familiares (Padres / hermanos);;;A través de plataformas digitales (TuCarro, OLX, Carroya, Finecar);-;Tucarro.com;;Asesor del concesionario;Familiares (Padres / hermanos);;;Familiares (Esposa / hijos / padres / hermanos);;;Acompañamiento por parte del asesor;Rápida aprobación del crédito;Posibilidad de cancelar el crédito con anticipación sin penalidad;;;;;;;;;6;;;;;;;;;; ; ;-; ; ;-2; ; ; ;-; ; ;Entidades bancarias;;;;Bancolombia;;;-;Entidades bancarias;;Finanzauto;-;-;;-;No conozco la entidad;-;;-;;-;Muy Fácil;Fácil;Fácil;Muy Fácil;Ni fácil, ni difícil;Fácil;Fácil;Muy Fácil;Muy Fácil;Muy Fácil;Tasa de interés baja;;Plazos a tres meses o mensuales;;;Financiación con baja tasa de interés;;Planes variables para cada necesidad;;;-;;-;Poder disfrutar y compartir el vehículo;;;El vehículo tuviera daños o fallas;;-;;De acuerdo;De acuerdo;En desacuerdo;En desacuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;En desacuerdo;De acuerdo;En desacuerdo;En desacuerdo;De acuerdo;En desacuerdo;De acuerdo;De acuerdo;En desacuerdo;De acuerdo;En desacuerdo;De acuerdo;De acuerdo;De acuerdo;En desacuerdo;En desacuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;-;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;En desacuerdo;De acuerdo;En desacuerdo;De acuerdo;De acuerdo;De acuerdo;En desacuerdo;En desacuerdo;En desacuerdo;En desacuerdo;De acuerdo;No;No;-;;;;;-;;;;;;;;;-;-;-;-;-;-;-;-;-;Si;8:00 am a 10:59 am;;;;;;La X;;;-;La x;-;-;-;-;-;-;-;Si;El Tiempo;ADN;;;El tiempo;Adn;0;-;-;-;El Tiempo;Google;;;#¿NOMBRE?;-;-;-;-;-;Facebook;Instagram;YouTube;;;-;-;-;-;-;-;-;No acostumbro participar;-;-;-;-;-;-;No acostumbro a participar;;-;-;-;-;-;-;Masculino;Empleado tiempo completo;Técnico / tecnólogo
76;Bogotá;Si;Si;40 a 60 años;Estrato Medio (3);-;;;-;-;-;-;-;-;-;-;-;Mayor seguridad para transportarse / transportar la familia;Mayor confort para transportarse / transportar la familia;Por superación personal;Por trabajo;Por reconocimiento / Status;Parte recursos propios y parte financiado;2;Cada cinco años;Nuevo;Particular / Familiar;-;Automóvil;;-;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;De acuerdo;De acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;-;-;-;-;-;-;-;-;-;-;-;Garantía del vehículo;;;;;;;;-;;;Familiares (Esposa / hijos / padres / hermanos);;;Buscadores en Internet como Google;;;;Directamente al dueño anterior;-;-;;Amigos / colegas / compañeros de trabajo;Buscadores en Internet como Google;;;Familiares (Esposa / hijos / padres / hermanos);;;Tasa de interés;Plazo de financiación;Posibilidad de realizar abonos a capital;Que fuera una cuota fija;Rápida aprobación del crédito;;;;;;;2;4;5;10;8;;;;;; ;1; ;3;-3; ; ;-5; ;-4; ; ;Banco Falabella;;;;-;;;-;Autodenar Autopacífico;;Entidades de financiamiento comercial;-;No conozco la entidad;;-;-;-;;-;;-;Fácil;Fácil;Fácil;Fácil;Fácil;Fácil;Fácil;Fácil;Fácil;Fácil;Tasa de interés baja;;Plazos largos, amplios, extendidos;;;Financiación total, al 100%;;No sabe;;;Estrenar el vehículo;Pagar el crédito;-;Terminar de pagar todo el crédito;;;Tener que pagar las cuotas;;-;;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;De acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;De acuerdo;Totalmente de acuerdo;Ni de acuerdo, ni en desacuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;De acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;-;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;De acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;De acuerdo;No;Si;8:00 pm a 9:59 pm;;;;;Deportes;;;;;;;;;-;-;-;-;-;-;DEPORTES NO RECUERDA EL CANAL;-;-;No;-;;;;;;-;;;-;-;-;-;-;-;-;-;-;No;-;;;;-;-;-;-;-;-;No acostumbro participar;;;;-;-;-;-;-;-;Facebook;LinkedIn;Instagram;YouTube;;-;-;-;-;-;-;-;No acostumbro participar;-;-;-;-;-;-;No acostumbro a participar;;-;-;-;-;-;-;Masculino;Empleado tiempo completo;Postgrado
60;Bogotá;No;Si;40 a 60 años;Estrato Medio (3);Mayor seguridad para transportarse / transportar la familia;Mayor confort para transportarse / transportar la familia;Por superación personal;Con financiamiento;No;3;Cada tres años;Usado;Particular / Familiar;-;Automóvil;-;-;;;;;-;-;-;-;-;-;-;;-;Totalmente de acuerdo;De acuerdo;Totalmente de acuerdo;De acuerdo;De acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;De acuerdo;Totalmente de acuerdo;-;-;-;-;-;-;-;-;-;-;-;Representación de la marca;Garantía del vehículo;Servicio post venta (talleres / repuestos);Formas de pago;Sistemas de financiación;El consumo de combustible;El tipo de transmisión del vehículo (Mecánica o Automática);El tamaño del baúl;-;;;Familiares (Esposa / hijos / padres / hermanos);;;Buscadores en Internet como Google;;;;Directamente al dueño anterior;-;-;;Asesor del concesionario;Familiares (Padres / hermanos);;;Familiares (Esposa / hijos / padres / hermanos);;;Tasa de interés;Que fuera una cuota fija;Plazo de financiación;;;;;;;;;8;4;2;;;;;;;; ;2; ;3; ; ; ;1; ; ; ; ;Entidades bancarias;;;;Davivienda;;;-;Entidades bancarias;;Sufi;-;-;;-;-;-;;La tasa de interés es alta;;-;Fácil;Fácil;Fácil;Fácil;Ni fácil, ni difícil;Ni fácil, ni difícil;Ni fácil, ni difícil;Difícil;Fácil;Fácil;Tasa de interés baja;;Plazos de acuerdo al valor del vehículo e ingresos;;;Financiación total, al 100%;;Planes mensuales;Valores bajos en las cuotas;;-;;-;Notificación de aprobación del crédito;;;Tener que pagar las cuotas;;-;;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Ni de acuerdo, ni en desacuerdo;Ni de acuerdo, ni en desacuerdo;Totalmente de acuerdo;De acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;De acuerdo;Totalmente de acuerdo;Ni de acuerdo, ni en desacuerdo;De acuerdo;De acuerdo;Ni de acuerdo, ni en desacuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Ni de acuerdo, ni en desacuerdo;En desacuerdo;En desacuerdo;Ni de acuerdo, ni en desacuerdo;En desacuerdo;En desacuerdo;Ni de acuerdo, ni en desacuerdo;Totalmente de acuerdo;En desacuerdo;Ni de acuerdo, ni en desacuerdo;De acuerdo;-;De acuerdo;Ni de acuerdo, ni en desacuerdo;De acuerdo;Ni de acuerdo, ni en desacuerdo;Ni de acuerdo, ni en desacuerdo;De acuerdo;Totalmente de acuerdo;Totalmente en desacuerdo;En desacuerdo;En desacuerdo;Totalmente en desacuerdo;Totalmente en desacuerdo;Totalmente en desacuerdo;De acuerdo;De acuerdo;De acuerdo;Si;Si;5:00 am a 7:59 am;8:00 am a 10:59 am;11:00 am a 12:59 pm;;;Noticias;RCN;Variedades;;;;;;;NOTICIAS RCN;NOTICIAS RCN;CANALES DE VARIEDADES NO RECUERDA NOMBRE;-;-;-;-;-;-;No;-;;;;;;-;;;-;-;-;-;-;-;-;-;-;No;-;;;;-;-;-;-;-;-;No acostumbro participar;;;;-;-;-;-;-;-;Twitter;Instagram;;;;-;-;-;-;-;-;-;No acostumbro participar;-;-;-;-;-;-;No acostumbro a participar;;-;-;-;-;-;-;Femenino;Empleado tiempo completo;Bachillerato completo
57;Bogotá;Si;Si;40 a 60 años;Estrato Medio (3);-;;;-;-;-;-;-;-;-;-;-;Mayor confort para transportarse / transportar la familia;;;;;Con financiamiento;1;Cada año;Nuevo;Particular / Familiar;-;Automóvil;;-;De acuerdo;Totalmente de acuerdo;En desacuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;De acuerdo;De acuerdo;Totalmente de acuerdo;De acuerdo;-;-;-;-;-;-;-;-;-;-;-;-;;;;;;;;-;;;Familiares (Esposa / hijos / padres / hermanos);;;Amigos / colegas / compañeros de trabajo;Familiares (Padres / hermanos);;;Concesionario de la marca;Chevrolet;-;;-;;;;-;;;Tasa de interés;;;;;;;;;;;2;;;;;;;;;;2;1; ; ; ; ; ;-; ; ;-; ;-;;;;-;;;-;-;;Finanzauto;-;-;;-;No conozco la entidad;-;;-;;-;Fácil;Fácil;Fácil;Fácil;Difícil;Difícil;Ni fácil, ni difícil;Difícil;Difícil;Difícil;Tasa de interés baja;Tasa de interés de acuerdo a los ingresos;Plazos largos, amplios, extendidos;;;Financiación al 80% y 20% de contado;;Planes variables para cada necesidad;;;-;;-;Terminar de pagar todo el crédito;;;No poder pagar las cuotas;;-;;En desacuerdo;En desacuerdo;De acuerdo;Totalmente de acuerdo;De acuerdo;Ni de acuerdo, ni en desacuerdo;Totalmente de acuerdo;De acuerdo;Totalmente de acuerdo;De acuerdo;De acuerdo;De acuerdo;Ni de acuerdo, ni en desacuerdo;Ni de acuerdo, ni en desacuerdo;En desacuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;De acuerdo;Ni de acuerdo, ni en desacuerdo;De acuerdo;Totalmente de acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;-;Ni de acuerdo, ni en desacuerdo;De acuerdo;De acuerdo;Ni de acuerdo, ni en desacuerdo;De acuerdo;En desacuerdo;Ni de acuerdo, ni en desacuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;Si;Si;5:00 am a 7:59 am;8:00 am a 10:59 am;;;;Noticias;Citytv;;;;;;;;NOTICIAS CITYTV;NOTICIAS CITYTV;-;-;-;-;-;-;-;No;-;;;;;;-;;;-;-;-;-;-;-;-;-;-;No;-;;;;-;-;-;-;-;-;No acostumbro participar;;;;-;-;-;-;-;-;Ninguna;;;;;-;-;-;-;-;-;-;No acostumbro participar;-;-;-;-;-;-;No acostumbro a participar;;-;-;-;-;-;-;Femenino;Empleado medio tiempo;Primaria incompleta
62;Bogotá;No;Si;25a 39 años;Estrato Medio (3);Por superación personal;;;Con recursos propios;Si;-;-;Usado;Particular / Familiar;-;Automóvil;-;-;;;;;-;-;-;-;-;-;-;;-;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;Ni de acuerdo, ni en desacuerdo;De acuerdo;-;-;-;-;-;-;-;-;-;-;-;-;;;;;;;;Sistemas de financiación;Garantía del vehículo;;Familiares (Esposa / hijos / padres / hermanos);;;Medios especializados (prensa, revistas, paginas internet);;;;Directamente al dueño anterior;-;-;;Medios tradicionales (Tv, radios, revistas, prensa);;;;Asesor del concesionario;;;Tasa de interés;;;;;;;;;;;2;;;;;;;;;; ;1; ; ; ; ; ; ; ; ; ; ;Entidades bancarias;Entidades de financiamiento comercial;;;Banco Pichincha;;;Banco de Bogotá;Entidades bancarias;;Sufi;-;-;;-;-;-;;No conozco la entidad;;-;Fácil;Fácil;Fácil;Fácil;Fácil;Fácil;Fácil;Ni fácil, ni difícil;Fácil;Ni fácil, ni difícil;Tasa de interés baja;;Plazos de acuerdo al valor del vehículo e ingresos;;;Financiación igual o superior al 60%;;Planes a corto plazo;;;Las tasas de interés ofrecidas;Las condiciones del crédito;-;Adquirir el crédito a baja tasa de interés;Aprobación del monto del crédito solicitado;;Demora en el desembolso del crédito o el trámite;Posibilidad de rechazó del crédito;-;;De acuerdo;De acuerdo;Ni de acuerdo, ni en desacuerdo;En desacuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;En desacuerdo;De acuerdo;De acuerdo;En desacuerdo;De acuerdo;De acuerdo;Ni de acuerdo, ni en desacuerdo;De acuerdo;Ni de acuerdo, ni en desacuerdo;De acuerdo;De acuerdo;De acuerdo;En desacuerdo;De acuerdo;De acuerdo;En desacuerdo;De acuerdo;De acuerdo;De acuerdo;-;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;En desacuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;Ni de acuerdo, ni en desacuerdo;En desacuerdo;De acuerdo;Ni de acuerdo, ni en desacuerdo;De acuerdo;No;Si;5:00 pm a 7:59 pm;8:00 pm a 9:59 pm;;;;Noticias;Caracol;;;;;;;;-;-;-;-;-;NOTICIAS CARACOL;CARACOL;-;-;Si;8:00 am a 10:59 am;;;;;;La FM;;;-;La fm;-;-;-;-;-;-;-;No;-;;;;-;-;-;-;-;-;El Tiempo;Google;;;Google;-;-;-;-;-;Facebook;Instagram;YouTube;;;-;-;-;-;-;-;-;No acostumbro participar;-;-;-;-;-;-;No acostumbro a participar;;-;-;-;-;-;-;Masculino;Independiente;Universidad completa
